id,refPosition,officialId,gameId
2754,Down Judge,Jim Mello,20191103INDPIT
2755,Line Judge,Michael Spanier,20191103INDPIT
2756,Back Judge,Greg Yette,20191103INDPIT
2757,Side Judge,Jimmy Russell,20191103INDPIT
2758,Field Judge,Steve Zimmer,20191103INDPIT
2759,Referee,Walt Anderson,20191103NYJMIA
2760,Umpire,Ruben Fowler,20191103NYJMIA
2761,Down Judge,Tom Stephan,20191103NYJMIA
2762,Line Judge,Byron Boston,20191103NYJMIA
2763,Back Judge,Keith Ferguson,20191103NYJMIA
2764,Side Judge,Rick Patterson,20191103NYJMIA
2765,Field Judge,Lee Dyer,20191103NYJMIA
2766,Referee,Alex Kemp,20191103MINKAN
2767,Umpire,Richard Hall,20191103MINKAN
2768,Down Judge,Mike Carr,20191103MINKAN
2769,Line Judge,Jeff Bergman,20191103MINKAN
2770,Back Judge,Steve Freeman,20191103MINKAN
2771,Side Judge,Dale Shaw,20191103MINKAN
2772,Field Judge,John Jenkins,20191103MINKAN
2773,Referee,Shawn Hochuli,20191103DETOAK
2774,Umpire,Paul King,20191103DETOAK
2775,Down Judge,Ed Camp,20191103DETOAK
2776,Line Judge,Greg Bradley,20191103DETOAK
2777,Back Judge,Rich Martinez,20191103DETOAK
2778,Side Judge,James Coleman,20191103DETOAK
2779,Field Judge,Tom Hill,20191103DETOAK
2780,Referee,John Hussey,20191103TAMSEA
2781,Umpire,Alan Eck,20191103TAMSEA
2782,Down Judge,Patrick Holt,20191103TAMSEA
2783,Line Judge,Carl Johnson,20191103TAMSEA
2784,Back Judge,Brad Freeman,20191103TAMSEA
2785,Side Judge,Jabir Walker,20191103TAMSEA
2786,Field Judge,Allen Baynes,20191103TAMSEA
2787,Referee,Bill Vinovich,20191103CLEDEN
2788,Umpire,Bruce Stritesky,20191103CLEDEN
2789,Down Judge,Phil McKinnely,20191103CLEDEN
2790,Line Judge,Mark Perlman,20191103CLEDEN
2791,Back Judge,Steve Patrick,20191103CLEDEN
2792,Side Judge,Gary Cavaletto,20191103CLEDEN
2793,Field Judge,Mearl Robinson,20191103CLEDEN
2794,Referee,Adrian Hill,20191103GNBLAC
2795,Umpire,Roy Ellison,20191103GNBLAC
2796,Down Judge,David Oliver,20191103GNBLAC
2797,Line Judge,Mark Stewart,20191103GNBLAC
2798,Back Judge,Greg Meyer,20191103GNBLAC
2799,Side Judge,Jim Quirk,20191103GNBLAC
2800,Field Judge,Land Clark,20191103GNBLAC
2801,Referee,Carl Cheffers,20191103NWEBAL
2802,Umpire,Mark Pellis,20191103NWEBAL
2803,Down Judge,Danny Short,20191103NWEBAL
2804,Line Judge,Jeff Seeman,20191103NWEBAL
2805,Back Judge,Matthew Edwards,20191103NWEBAL
2806,Side Judge,Eugene Hall,20191103NWEBAL
2807,Field Judge,Michael Banks,20191103NWEBAL
2808,Referee,Clay Martin,20191104DALNYG
2809,Umpire,Fred Bryan,20191104DALNYG
2810,Down Judge,Jerod Phillips,20191104DALNYG
2811,Line Judge,Gary Arthur,20191104DALNYG
2812,Back Judge,Gregory Wilson,20191104DALNYG
2813,Side Judge,Greg Gautreaux,20191104DALNYG
2814,Field Judge,Dyrol Prioleau,20191104DALNYG
2815,Referee,Walt Anderson,20191107LACOAK
2816,Umpire,Ruben Fowler,20191107LACOAK
2817,Down Judge,Michael Spanier,20191107LACOAK
2818,Line Judge,Byron Boston,20191107LACOAK
2819,Back Judge,Keith Ferguson,20191107LACOAK
2820,Side Judge,Rick Patterson,20191107LACOAK
2821,Field Judge,Lee Dyer,20191107LACOAK
2822,Referee,Brad Allen,20191110ATLNOR
2823,Umpire,Barry Anderson,20191110ATLNOR
2824,Down Judge,Jim Mello,20191110ATLNOR
2825,Line Judge,Brian Bolinger,20191110ATLNOR
2826,Back Judge,Greg Yette,20191110ATLNOR
2827,Side Judge,Jimmy Russell,20191110ATLNOR
2828,Field Judge,Steve Zimmer,20191110ATLNOR
2829,Referee,Ronald Torbert,20191110BUFCLE
2830,Umpire,Terry Killens,20191110BUFCLE
2831,Down Judge,Sarah Thomas,20191110BUFCLE
2832,Line Judge,Mark Steinkerchner,20191110BUFCLE
2833,Back Judge,Anthony Josselyn,20191110BUFCLE
2834,Side Judge,Scott Edwards,20191110BUFCLE
2835,Field Judge,Ryan Dickson,20191110BUFCLE
2836,Referee,Carl Cheffers,20191110DETCHI
2837,Umpire,Mark Pellis,20191110DETCHI
2838,Down Judge,Danny Short,20191110DETCHI
2839,Line Judge,Jeff Seeman,20191110DETCHI
2840,Back Judge,Matthew Edwards,20191110DETCHI
2841,Side Judge,Eugene Hall,20191110DETCHI
2842,Field Judge,Michael Banks,20191110DETCHI
2843,Referee,Scott Novak,20191110BALCIN
2844,Umpire,Ramon George,20191110BALCIN
2845,Down Judge,Derick Bowers,20191110BALCIN
2846,Line Judge,Walt Coleman IV,20191110BALCIN
2847,Back Judge,Terrence Miles,20191110BALCIN
2848,Side Judge,Chad Hill,20191110BALCIN
2849,Field Judge,Mike Weatherford,20191110BALCIN
2850,Referee,Craig Wrolstad,20191110ARITAM
2851,Umpire,Steven Woods,20191110ARITAM
2852,Down Judge,Patrick Turner,20191110ARITAM
2853,Line Judge,Tripp Sutter,20191110ARITAM
2854,Back Judge,Scott Helverson,20191110ARITAM
2855,Side Judge,Jeff Lamberth,20191110ARITAM
2856,Field Judge,Terry Brown,20191110ARITAM
2857,Referee,Tony Corrente,20191110KANTEN
2858,Umpire,Bill Schuster,20191110KANTEN
2859,Down Judge,Dana McKenzie,20191110KANTEN
2860,Line Judge,Tim Podraza,20191110KANTEN
2861,Back Judge,Todd Prukop,20191110KANTEN
2862,Side Judge,Boris Cheek,20191110KANTEN
2863,Field Judge,Keith Washington,20191110KANTEN
2864,Referee,John Hussey,20191110NYGNYJ
2865,Umpire,Dan Ferrell,20191110NYGNYJ
2866,Down Judge,Kevin Codey,20191110NYGNYJ
2867,Line Judge,Carl Johnson,20191110NYGNYJ
2868,Back Judge,Brad Freeman,20191110NYGNYJ
2869,Side Judge,Jabir Walker,20191110NYGNYJ
2870,Field Judge,Allen Baynes,20191110NYGNYJ
2871,Referee,Clay Martin,20191110MIAIND
2872,Umpire,Fred Bryan,20191110MIAIND
2873,Down Judge,Jerod Phillips,20191110MIAIND
2874,Line Judge,Gary Arthur,20191110MIAIND
2875,Back Judge,Gregory Wilson,20191110MIAIND
2876,Side Judge,Greg Gautreaux,20191110MIAIND
2877,Field Judge,Nathan Jones,20191110MIAIND
2878,Referee,Jerome Boger,20191110CARGNB
2879,Umpire,Carl Paganelli,20191110CARGNB
2880,Down Judge,Patrick Holt,20191110CARGNB
2881,Line Judge,Rusty Baynes,20191110CARGNB
2882,Back Judge,Tony Steratore,20191110CARGNB
2883,Side Judge,Jonah Monroe,20191110CARGNB
2884,Field Judge,David Meslow,20191110CARGNB
2885,Referee,Shawn Smith,20191110LARPIT
2886,Umpire,Bryan Neale,20191110LARPIT
2887,Down Judge,Mark Hittner,20191110LARPIT
2888,Line Judge,Bart Longson,20191110LARPIT
2889,Back Judge,Dino Paganelli,20191110LARPIT
2890,Side Judge,Dave Hawkshaw,20191110LARPIT
2891,Field Judge,Dyrol Prioleau,20191110LARPIT
2892,Referee,Shawn Hochuli,20191110MINDAL
2893,Umpire,Paul King,20191110MINDAL
2894,Down Judge,Ed Camp,20191110MINDAL
2895,Line Judge,Greg Bradley,20191110MINDAL
2896,Back Judge,Rich Martinez,20191110MINDAL
2897,Side Judge,James Coleman,20191110MINDAL
2898,Field Judge,Tom Hill,20191110MINDAL
2899,Referee,Alex Kemp,20191111SEASFO
2900,Umpire,Richard Hall,20191111SEASFO
2901,Down Judge,Mike Carr,20191111SEASFO
2902,Line Judge,Jeff Bergman,20191111SEASFO
2903,Back Judge,Steve Freeman,20191111SEASFO
2904,Side Judge,Dale Shaw,20191111SEASFO
2905,Field Judge,John Jenkins,20191111SEASFO
2906,Referee,Clete Blakeman,20191114PITCLE
2907,Umpire,Jeff Rice,20191114PITCLE
2908,Down Judge,Jerry Bergman,20191114PITCLE
2909,Line Judge,Tom Symonette,20191114PITCLE
2910,Back Judge,Perry Paganelli,20191114PITCLE
2911,Side Judge,Jimmy Buchanan,20191114PITCLE
2912,Field Judge,Joe Larrew,20191114PITCLE
2913,Referee,Adrian Hill,20191117ATLCAR
2914,Umpire,Roy Ellison,20191117ATLCAR
2915,Down Judge,David Oliver,20191117ATLCAR
2916,Line Judge,Mark Stewart,20191117ATLCAR
2917,Back Judge,Greg Meyer,20191117ATLCAR
2918,Side Judge,Jim Quirk,20191117ATLCAR
2919,Field Judge,Land Clark,20191117ATLCAR
2920,Referee,Scott Novak,20191117BUFMIA
2921,Umpire,Ramon George,20191117BUFMIA
2922,Down Judge,Derick Bowers,20191117BUFMIA
2923,Line Judge,Walt Coleman IV,20191117BUFMIA
2924,Back Judge,Terrence Miles,20191117BUFMIA
2925,Side Judge,Chad Hill,20191117BUFMIA
2926,Field Judge,Mike Weatherford,20191117BUFMIA
2927,Referee,Shawn Hochuli,20191117JAXIND
2928,Umpire,Paul King,20191117JAXIND
2929,Down Judge,Ed Camp,20191117JAXIND
2930,Line Judge,Greg Bradley,20191117JAXIND
2931,Back Judge,Rich Martinez,20191117JAXIND
2932,Side Judge,James Coleman,20191117JAXIND
2933,Field Judge,Tom Hill,20191117JAXIND
2934,Referee,Tony Corrente,20191117DALDET
2935,Umpire,Bill Schuster,20191117DALDET
2936,Down Judge,Dana McKenzie,20191117DALDET
2937,Line Judge,Tim Podraza,20191117DALDET
2938,Back Judge,Todd Prukop,20191117DALDET
2939,Side Judge,Boris Cheek,20191117DALDET
2940,Field Judge,Anthony Jeffries,20191117DALDET
2941,Referee,Clay Martin,20191117DENMIN
2942,Umpire,Fred Bryan,20191117DENMIN
2943,Down Judge,Jerod Phillips,20191117DENMIN
2944,Line Judge,Gary Arthur,20191117DENMIN
2945,Back Judge,Gregory Wilson,20191117DENMIN
2946,Side Judge,Greg Gautreaux,20191117DENMIN
2947,Field Judge,Nathan Jones,20191117DENMIN
2948,Referee,Alex Kemp,20191117HOUBAL
2949,Umpire,Richard Hall,20191117HOUBAL
2950,Down Judge,Mike Carr,20191117HOUBAL
2951,Line Judge,Jeff Bergman,20191117HOUBAL
2952,Back Judge,Steve Freeman,20191117HOUBAL
2953,Side Judge,Dale Shaw,20191117HOUBAL
2954,Field Judge,John Jenkins,20191117HOUBAL
2955,Referee,Bradley Rogers,20191117NORTAM
2956,Umpire,Tony Michalek,20191117NORTAM
2957,Down Judge,Kent Payne,20191117NORTAM
2958,Line Judge,Julian Mapp,20191117NORTAM
2959,Back Judge,Gregory Steed,20191117NORTAM
2960,Side Judge,Don Willard,20191117NORTAM
2961,Field Judge,Aaron Santi,20191117NORTAM
2962,Referee,Jerome Boger,20191117NYJWAS
2963,Umpire,Carl Paganelli,20191117NYJWAS
2964,Down Judge,Patrick Holt,20191117NYJWAS
2965,Line Judge,Rusty Baynes,20191117NYJWAS
2966,Back Judge,Tony Steratore,20191117NYJWAS
2967,Side Judge,Jonah Monroe,20191117NYJWAS
2968,Field Judge,Keith Washington,20191117NYJWAS
2969,Referee,Walt Anderson,20191117ARISFO
2970,Umpire,Dan Ferrell,20191117ARISFO
2971,Down Judge,Tom Stephan,20191117ARISFO
2972,Line Judge,Byron Boston,20191117ARISFO
2973,Back Judge,Keith Ferguson,20191117ARISFO
2974,Side Judge,Rick Patterson,20191117ARISFO
2975,Field Judge,Lee Dyer,20191117ARISFO
2976,Referee,Shawn Smith,20191117CINOAK
2977,Umpire,Bryan Neale,20191117CINOAK
2978,Down Judge,Mark Hittner,20191117CINOAK
2979,Line Judge,Bart Longson,20191117CINOAK
2980,Back Judge,Dino Paganelli,20191117CINOAK
2981,Side Judge,Dave Hawkshaw,20191117CINOAK
2982,Field Judge,Prioleau Dyrol,20191117CINOAK
2983,Referee,Bill Vinovich,20191117NWEPHI
2984,Umpire,Bruce Stritesky,20191117NWEPHI
2985,Down Judge,Phil McKinnely,20191117NWEPHI
2986,Line Judge,Mark Perlman,20191117NWEPHI
2987,Back Judge,Steve Patrick,20191117NWEPHI
2988,Side Judge,Gary Cavaletto,20191117NWEPHI
2989,Field Judge,Mearl Robinson,20191117NWEPHI
2990,Referee,John Hussey,20191117CHILAR
2991,Umpire,Alan Eck,20191117CHILAR
2992,Down Judge,Kevin Codey,20191117CHILAR
2993,Line Judge,Carl Johnson,20191117CHILAR
2994,Back Judge,Brad Freeman,20191117CHILAR
2995,Side Judge,Jabir Walker,20191117CHILAR
2996,Field Judge,Allen Baynes,20191117CHILAR
2997,Referee,Brad Allen,20191118KANLAC
2998,Umpire,Barry Anderson,20191118KANLAC
2999,Down Judge,Jim Mello,20191118KANLAC
3000,Line Judge,Brian Bolinger,20191118KANLAC
3001,Back Judge,Greg Yette,20191118KANLAC
3002,Side Judge,Jimmy Russell,20191118KANLAC
3003,Field Judge,Steve Zimmer,20191118KANLAC
3004,Referee,Ronald Torbert,20191121INDHOU
3005,Umpire,Terry Killens,20191121INDHOU
3006,Down Judge,Sarah Thomas,20191121INDHOU
3007,Line Judge,Mark Steinkerchner,20191121INDHOU
3008,Back Judge,Anthony Josselyn,20191121INDHOU
3009,Side Judge,Scott Edwards,20191121INDHOU
3010,Field Judge,Ryan Dickson,20191121INDHOU
3011,Referee,Clay Martin,20191124TAMATL
3012,Umpire,Fred Bryan,20191124TAMATL
3013,Down Judge,Jerod Phillips,20191124TAMATL
3014,Line Judge,Gary Arthur,20191124TAMATL
3015,Back Judge,Gregory Wilson,20191124TAMATL
3016,Side Judge,Greg Gautreaux,20191124TAMATL
3017,Field Judge,Nathan Jones,20191124TAMATL
3018,Referee,Jerome Boger,20191124DENBUF
3019,Umpire,Carl Paganelli,20191124DENBUF
3020,Down Judge,Patrick Holt,20191124DENBUF
3021,Line Judge,Rusty Baynes,20191124DENBUF
3022,Back Judge,Tony Steratore,20191124DENBUF
3023,Side Judge,Jonah Monroe,20191124DENBUF
3024,Field Judge,David Meslow,20191124DENBUF
3025,Referee,Alex Kemp,20191124CARNOR
3026,Umpire,Richard Hall,20191124CARNOR
3027,Down Judge,Mike Carr,20191124CARNOR
3028,Line Judge,Jeff Bergman,20191124CARNOR
3029,Back Judge,Steve Freeman,20191124CARNOR
3030,Side Judge,Dale Shaw,20191124CARNOR
3031,Field Judge,Keith Washington,20191124CARNOR
3032,Referee,Shawn Hochuli,20191124NYGCHI
3033,Umpire,Paul King,20191124NYGCHI
3034,Down Judge,Ed Camp,20191124NYGCHI
3035,Line Judge,Greg Bradley,20191124NYGCHI
3036,Back Judge,Rich Martinez,20191124NYGCHI
3037,Side Judge,James Coleman,20191124NYGCHI
3038,Field Judge,Tom Hill,20191124NYGCHI
3039,Referee,Adrian Hill,20191124PITCIN
3040,Umpire,Roy Ellison,20191124PITCIN
3041,Down Judge,David Oliver,20191124PITCIN
3042,Line Judge,Mark Stewart,20191124PITCIN
3043,Back Judge,Greg Meyer,20191124PITCIN
3044,Side Judge,Jim Quirk,20191124PITCIN
3045,Field Judge,Land Clark,20191124PITCIN
3046,Referee,Bradley Rogers,20191124MIACLE
3047,Umpire,Dan Ferrell,20191124MIACLE
3048,Down Judge,Kent Payne,20191124MIACLE
3049,Line Judge,Julian Mapp,20191124MIACLE
3050,Back Judge,Gregory Steed,20191124MIACLE
3051,Side Judge,Don Willard,20191124MIACLE
3052,Field Judge,Aaron Santi,20191124MIACLE
3053,Referee,Bill Vinovich,20191124DETWAS
3054,Umpire,Bruce Stritesky,20191124DETWAS
3055,Down Judge,Michael Spanier,20191124DETWAS
3056,Line Judge,Mark Perlman,20191124DETWAS
3057,Back Judge,Steve Patrick,20191124DETWAS
3058,Side Judge,Gary Cavaletto,20191124DETWAS
3059,Field Judge,Mearl Robinson,20191124DETWAS
3060,Referee,Clete Blakeman,20191124OAKNYJ
3061,Umpire,Jeff Rice,20191124OAKNYJ
3062,Down Judge,Jerry Bergman,20191124OAKNYJ
3063,Line Judge,Tom Symonette,20191124OAKNYJ
3064,Back Judge,Perry Paganelli,20191124OAKNYJ
3065,Side Judge,Jimmy Buchanan,20191124OAKNYJ
3066,Field Judge,Joe Larrew,20191124OAKNYJ
3067,Referee,Walt Anderson,20191124SEAPHI
3068,Umpire,Ruben Fowler,20191124SEAPHI
3069,Down Judge,Tom Stephan,20191124SEAPHI
3070,Line Judge,Byron Boston,20191124SEAPHI
3071,Back Judge,Keith Ferguson,20191124SEAPHI
3072,Side Judge,Rick Patterson,20191124SEAPHI
3073,Field Judge,Lee Dyer,20191124SEAPHI
3074,Referee,Shawn Smith,20191124JAXTEN
3075,Umpire,Bryan Neale,20191124JAXTEN
3076,Down Judge,Mark Hittner,20191124JAXTEN
3077,Line Judge,Bart Longson,20191124JAXTEN
3078,Back Judge,Dino Paganelli,20191124JAXTEN
3079,Side Judge,Dave Hawkshaw,20191124JAXTEN
3080,Field Judge,Dyrol Prioleau,20191124JAXTEN
3081,Referee,Scott Novak,20191124DALNWE
3082,Umpire,Ramon George,20191124DALNWE
3083,Down Judge,Derick Bowers,20191124DALNWE
3084,Line Judge,Walt Coleman IV,20191124DALNWE
3085,Back Judge,Terrence Miles,20191124DALNWE
3086,Side Judge,Chad Hill,20191124DALNWE
3087,Field Judge,Mike Weatherford,20191124DALNWE
3088,Referee,Carl Cheffers,20191124GNBSFO
3089,Umpire,Mark Pellis,20191124GNBSFO
3090,Down Judge,Danny Short,20191124GNBSFO
3091,Line Judge,Jeff Seeman,20191124GNBSFO
3092,Back Judge,Matthew Edwards,20191124GNBSFO
3093,Side Judge,Eugene Hall,20191124GNBSFO
3094,Field Judge,Michael Banks,20191124GNBSFO
3095,Referee,Craig Wrolstad,20191125BALLAR
3096,Umpire,Steven Woods,20191125BALLAR
3097,Down Judge,Patrick Turner,20191125BALLAR
3098,Line Judge,Tripp Sutter,20191125BALLAR
3099,Back Judge,Scott Helverson,20191125BALLAR
3100,Side Judge,Jeff Lamberth,20191125BALLAR
3101,Field Judge,Terry Brown,20191125BALLAR
3102,Referee,Jerome Boger,20191128CHIDET
3103,Umpire,Carl Paganelli,20191128CHIDET
3104,Down Judge,Patrick Holt,20191128CHIDET
3105,Line Judge,Rusty Baynes,20191128CHIDET
3106,Back Judge,Tony Steratore,20191128CHIDET
3107,Side Judge,Jonah Monroe,20191128CHIDET
3108,Field Judge,David Meslow,20191128CHIDET
3109,Referee,Bill Vinovich,20191128BUFDAL
3110,Umpire,Bruce Stritesky,20191128BUFDAL
3111,Down Judge,Phil McKinnely,20191128BUFDAL
3112,Line Judge,Mark Perlman,20191128BUFDAL
3113,Back Judge,Steve Patrick,20191128BUFDAL
3114,Side Judge,Gary Cavaletto,20191128BUFDAL
3115,Field Judge,Mearl Robinson,20191128BUFDAL
3116,Referee,Shawn Smith,20191128NORATL
3117,Umpire,Bryan Neale,20191128NORATL
3118,Down Judge,Mark Hittner,20191128NORATL
3119,Line Judge,Bart Longson,20191128NORATL
3120,Back Judge,Dino Paganelli,20191128NORATL
3121,Side Judge,Dave Hawkshaw,20191128NORATL
3122,Field Judge,Dyrol Prioleau,20191128NORATL
3123,Referee,Scott Novak,20191201WASCAR
3124,Umpire,Dan Ferrell,20191201WASCAR
3125,Down Judge,Derick Bowers,20191201WASCAR
3126,Line Judge,Walt Coleman IV,20191201WASCAR
3127,Back Judge,Terrence Miles,20191201WASCAR
3128,Side Judge,Chad Hill,20191201WASCAR
3129,Field Judge,Mike Weatherford,20191201WASCAR
3130,Referee,Ronald Torbert,20191201NYJCIN
3131,Umpire,Terry Killens,20191201NYJCIN
3132,Down Judge,Sarah Thomas,20191201NYJCIN
3133,Line Judge,Mark Steinkerchner,20191201NYJCIN
3134,Back Judge,Anthony Josselyn,20191201NYJCIN
3135,Side Judge,Scott Edwards,20191201NYJCIN
3136,Field Judge,Ryan Dickson,20191201NYJCIN
3137,Referee,Clay Martin,20191201CLEPIT
3138,Umpire,Fred Bryan,20191201CLEPIT
3139,Down Judge,Jerod Phillips,20191201CLEPIT
3140,Line Judge,Gary Arthur,20191201CLEPIT
3141,Back Judge,Gregory Wilson,20191201CLEPIT
3142,Side Judge,Keith Washington,20191201CLEPIT
3143,Field Judge,Tom Hill,20191201CLEPIT
3144,Referee,Carl Cheffers,20191201TENIND
3145,Umpire,Mark Pellis,20191201TENIND
3146,Down Judge,Danny Short,20191201TENIND
3147,Line Judge,Jeff Seeman,20191201TENIND
3148,Back Judge,Matthew Edwards,20191201TENIND
3149,Side Judge,Eugene Hall,20191201TENIND
3150,Field Judge,Michael Banks,20191201TENIND
3151,Referee,Craig Wrolstad,20191201GNBNYG
3152,Umpire,Steven Woods,20191201GNBNYG
3153,Down Judge,Patrick Turner,20191201GNBNYG
3154,Line Judge,Tripp Sutter,20191201GNBNYG
3155,Back Judge,Scott Helverson,20191201GNBNYG
3156,Side Judge,Jeff Lamberth,20191201GNBNYG
3157,Field Judge,Terry Brown,20191201GNBNYG
3158,Referee,Walt Anderson,20191201TAMJAX
3159,Umpire,Ruben Fowler,20191201TAMJAX
3160,Down Judge,Tom Stephan,20191201TAMJAX
3161,Line Judge,Byron Boston,20191201TAMJAX
3162,Back Judge,Keith Ferguson,20191201TAMJAX
3163,Side Judge,Rick Patterson,20191201TAMJAX
3164,Field Judge,Lee Dyer,20191201TAMJAX
3165,Referee,Adrian Hill,20191201PHIMIA
3166,Umpire,Roy Ellison,20191201PHIMIA
3167,Down Judge,Michael Spanier,20191201PHIMIA
3168,Line Judge,Mark Stewart,20191201PHIMIA
3169,Back Judge,Greg Meyer,20191201PHIMIA
3170,Side Judge,Jim Quirk,20191201PHIMIA
3171,Field Judge,Land Clark,20191201PHIMIA
3172,Referee,Brad Allen,20191201SFOBAL
3173,Umpire,Barry Anderson,20191201SFOBAL
3174,Down Judge,Jim Mello,20191201SFOBAL
3175,Line Judge,Brian Bolinger,20191201SFOBAL
3176,Back Judge,Greg Yette,20191201SFOBAL
3177,Side Judge,Jimmy Russell,20191201SFOBAL
3178,Field Judge,Steve Zimmer,20191201SFOBAL
3179,Referee,Alex Kemp,20191201LARARI
3180,Umpire,Richard Hall,20191201LARARI
3181,Down Judge,Mike Carr,20191201LARARI
3182,Line Judge,Jeff Bergman,20191201LARARI
3183,Back Judge,Steve Freeman,20191201LARARI
3184,Side Judge,Dale Shaw,20191201LARARI
3185,Field Judge,John Jenkins,20191201LARARI
3186,Referee,Bradley Rogers,20191201LACDEN
3187,Umpire,Tony Michalek,20191201LACDEN
3188,Down Judge,Kent Payne,20191201LACDEN
3189,Line Judge,Julian Mapp,20191201LACDEN
3190,Back Judge,Gregory Steed,20191201LACDEN
3191,Side Judge,Greg Gautreaux,20191201LACDEN
3192,Field Judge,Aaron Santi,20191201LACDEN
3193,Referee,John Hussey,20191201OAKKAN
3194,Umpire,Alan Eck,20191201OAKKAN
3195,Down Judge,Kevin Codey,20191201OAKKAN
3196,Line Judge,Carl Johnson,20191201OAKKAN
3197,Back Judge,Brad Freeman,20191201OAKKAN
3198,Side Judge,Jabir Walker,20191201OAKKAN
3199,Field Judge,Allen Baynes,20191201OAKKAN
3200,Referee,Tony Corrente,20191201NWEHOU
3201,Umpire,Bill Schuster,20191201NWEHOU
3202,Down Judge,Dana McKenzie,20191201NWEHOU
3203,Line Judge,Tim Podraza,20191201NWEHOU
3204,Back Judge,Todd Prukop,20191201NWEHOU
3205,Side Judge,Boris Cheek,20191201NWEHOU
3206,Field Judge,Anthony Jeffries,20191201NWEHOU
3207,Referee,Clete Blakeman,20191202MINSEA
3208,Umpire,Jeff Rice,20191202MINSEA
3209,Down Judge,Jerry Bergman,20191202MINSEA
3210,Line Judge,Tom Symonette,20191202MINSEA
3211,Back Judge,Perry Paganelli,20191202MINSEA
3212,Side Judge,Jimmy Buchanan,20191202MINSEA
3213,Field Judge,Joe Larrew,20191202MINSEA
3214,Referee,Bradley Rogers,20191205DALCHI
3215,Umpire,Tony Michalek,20191205DALCHI
3216,Down Judge,Kent Payne,20191205DALCHI
3217,Line Judge,Julian Mapp,20191205DALCHI
3218,Back Judge,Gregory Steed,20191205DALCHI
3219,Side Judge,Don Willard,20191205DALCHI
3220,Field Judge,Aaron Santi,20191205DALCHI
3221,Referee,Clete Blakeman,20191208CARATL
3222,Umpire,Jeff Rice,20191208CARATL
3223,Down Judge,Jerry Bergman,20191208CARATL
3224,Line Judge,Tom Symonette,20191208CARATL
3225,Back Judge,Perry Paganelli,20191208CARATL
3226,Side Judge,Jimmy Buchanan,20191208CARATL
3227,Field Judge,Joe Larrew,20191208CARATL
3228,Referee,Shawn Smith,20191208BALBUF
3229,Umpire,Bryan Neale,20191208BALBUF
3230,Down Judge,Mark Hittner,20191208BALBUF
3231,Line Judge,Bart Longson,20191208BALBUF
3232,Back Judge,Dino Paganelli,20191208BALBUF
