id,refPosition,officialId,gameId
7561,Referee,Clete Blakeman,20220122CINTEN
7562,Umpire,Tony Michalek,20220122CINTEN
7563,Down Judge,Kent Payne,20220122CINTEN
7564,Line Judge,Mark Perlman,20220122CINTEN
7565,Back Judge,Greg Yette,20220122CINTEN
7566,Side Judge,Don Willard,20220122CINTEN
7567,Field Judge,Anthony Jefferies,20220122CINTEN
7568,Referee,Ron Torbert,20220122SFOGNB
7569,Umpire,Bryan Neale,20220122SFOGNB
7570,Down Judge,David Oliver,20220122SFOGNB
7571,Line Judge,Rusty Baynes,20220122SFOGNB
7572,Back Judge,Scott Helverson,20220122SFOGNB
7573,Side Judge,Boris Cheek,20220122SFOGNB
7574,Field Judge,Ryan Dickson,20220122SFOGNB
7575,Referee,Shawn Hochuli,20220123LARTAM
7576,Umpire,Terry Killens,20220123LARTAM
7577,Down Judge,Derick Bowers,20220123LARTAM
7578,Line Judge,Greg Bradley,20220123LARTAM
7579,Back Judge,Dino Paganelli,20220123LARTAM
7580,Side Judge,Keith Washington,20220123LARTAM
7581,Field Judge,Terry Brown,20220123LARTAM
7582,Referee,John Hussey,20220123BUFKAN
7583,Umpire,Alan Eck,20220123BUFKAN
7584,Down Judge,Mark Hittner,20220123BUFKAN
7585,Line Judge,Carl Johnson,20220123BUFKAN
7586,Back Judge,Todd Prukop,20220123BUFKAN
7587,Side Judge,Allen Baynes,20220123BUFKAN
7588,Field Judge,Rick Patterson,20220123BUFKAN
7589,Referee,Bill Vinovich,20220130CINKAN
7590,Umpire,Fred Bryan,20220130CINKAN
7591,Down Judge,Ed Camp,20220130CINKAN
7592,Line Judge,Jeff Seeman,20220130CINKAN
7593,Back Judge,Greg Meyer,20220130CINKAN
7594,Side Judge,Jonah Monroe,20220130CINKAN
7595,Field Judge,Mearl Robinson,20220130CINKAN
7596,Referee,Carl Cheffers,20220130SFOLAR
7597,Umpire,Paul King,20220130SFOLAR
7598,Down Judge,Jerod Phillips,20220130SFOLAR
7599,Line Judge,Mark Perlman,20220130SFOLAR
7600,Back Judge,Greg Steed,20220130SFOLAR
7601,Side Judge,Eugene Hall,20220130SFOLAR
7602,Field Judge,Tom Hill,20220130SFOLAR
7603,Referee,Ron Torbert,20220213LARCIN
7604,Umpire,Bryan Neale,20220213LARCIN
7605,Down Judge,Derick Bowers,20220213LARCIN
7606,Line Judge,Carl Johnson,20220213LARCIN
7607,Back Judge,Scott Helverson,20220213LARCIN
7608,Side Judge,Keith Washington,20220213LARCIN
7609,Field Judge,Rick Patterson,20220213LARCIN
7610,Referee,Carl Cheffers,20220908BUFLAR
7611,Umpire,Brandon Cruse,20220908BUFLAR
7612,Down Judge,Mike Carr,20220908BUFLAR
7613,Line Judge,Jeff Seeman,20220908BUFLAR
7614,Back Judge,Matt Edwards,20220908BUFLAR
7615,Side Judge,Eugene Hall,20220908BUFLAR
7616,Field Judge,Nathan Jones,20220908BUFLAR
7617,Referee,Alex Kemp,20220911NORATL
7618,Umpire,Mike Morton,20220911NORATL
7619,Down Judge,Danny Short,20220911NORATL
7620,Line Judge,Jeff Bergman,20220911NORATL
7621,Back Judge,Scott Helverson,20220911NORATL
7622,Side Judge,Dale Shaw,20220911NORATL
7623,Field Judge,John Jenkins,20220911NORATL
7624,Referee,Brad Rogers,20220911CLECAR
7625,Umpire,Carl Paganelli,20220911CLECAR
7626,Down Judge,Kent Payne,20220911CLECAR
7627,Line Judge,Tom Eaton,20220911CLECAR
7628,Back Judge,Greg Steed,20220911CLECAR
7629,Side Judge,Anthony Jeffries,20220911CLECAR
7630,Field Judge,Aaron Santi,20220911CLECAR
7631,Referee,Clay Martin,20220911SFOCHI
7632,Umpire,Fred Bryan,20220911SFOCHI
7633,Down Judge,Jerod Phillips,20220911SFOCHI
7634,Line Judge,Maia Chaka,20220911SFOCHI
7635,Back Judge,Greg Wilson,20220911SFOCHI
7636,Side Judge,Dave Hawkshaw,20220911SFOCHI
7637,Field Judge,James Coleman,20220911SFOCHI
7638,Referee,Shawn Hochuli,20220911PITCIN
7639,Umpire,Terry Killens,20220911PITCIN
7640,Down Judge,Patrick Holt,20220911PITCIN
7641,Line Judge,Greg Bradley,20220911PITCIN
7642,Back Judge,Rich Martinez,20220911PITCIN
7643,Side Judge,Chad Hill,20220911PITCIN
7644,Field Judge,Anthony Flemming,20220911PITCIN
7645,Referee,Land Clark,20220911INDHOU
7646,Umpire,Paul King,20220911INDHOU
7647,Down Judge,Tom Stephan,20220911INDHOU
7648,Line Judge,Brian Bolinger,20220911INDHOU
7649,Back Judge,Greg Meyer,20220911INDHOU
7650,Side Judge,Dominique Pender,20220911INDHOU
7651,Field Judge,Michael Banks,20220911INDHOU
7652,Referee,Brad Allen,20220911PHIDET
7653,Umpire,Duane Heydt,20220911PHIDET
7654,Down Judge,Sarah Thomas,20220911PHIDET
7655,Line Judge,Daniel Gallagher,20220911PHIDET
7656,Back Judge,Greg Yette,20220911PHIDET
7657,Side Judge,Boris Cheek,20220911PHIDET
7658,Field Judge,Rick Patterson,20220911PHIDET
7659,Referee,Tra Blake,20220911JAXWAS
7660,Umpire,Tony Michalek,20220911JAXWAS
7661,Down Judge,Patrick Turner,20220911JAXWAS
7662,Line Judge,Mark Stewart,20220911JAXWAS
7663,Back Judge,Todd Prukop,20220911JAXWAS
7664,Side Judge,Don Willard,20220911JAXWAS
7665,Field Judge,Tom Hill,20220911JAXWAS
7666,Referee,John Hussey,20220911NWEMIA
7667,Umpire,Alan Eck,20220911NWEMIA
7668,Down Judge,Robin DeLorenzo,20220911NWEMIA
7669,Line Judge,Carl Johnson,20220911NWEMIA
7670,Back Judge,Brad Freeman,20220911NWEMIA
7671,Side Judge,Allen Baynes,20220911NWEMIA
7672,Field Judge,Jabir Walker,20220911NWEMIA
7673,Referee,Craig Wrolstad,20220911BALNYJ
7674,Umpire,Steve Woods,20220911BALNYJ
7675,Down Judge,Jim Mello,20220911BALNYJ
7676,Line Judge,Tripp Sutter,20220911BALNYJ
7677,Back Judge,Grantis Bell,20220911BALNYJ
7678,Side Judge,Jeff Lamberth,20220911BALNYJ
7679,Field Judge,Jeff Shears,20220911BALNYJ
7680,Referee,Scott Novak,20220911KANARI
7681,Umpire,Ramon George,20220911KANARI
7682,Down Judge,Derick Bowers,20220911KANARI
7683,Line Judge,Walt Coleman,20220911KANARI
7684,Back Judge,Terrence Miles,20220911KANARI
7685,Side Judge,David Meslow,20220911KANARI
7686,Field Judge,Tra Boger,20220911KANARI
7687,Referee,Bill Vinovich,20220911GNBMIN
7688,Umpire,Alex Moore,20220911GNBMIN
7689,Down Judge,Jerry Bergman,20220911GNBMIN
7690,Line Judge,Mark Perlman,20220911GNBMIN
7691,Back Judge,Jimmy Russell,20220911GNBMIN
7692,Side Judge,Jimmy Buchanan,20220911GNBMIN
7693,Field Judge,Joe Blubaugh,20220911GNBMIN
7694,Referee,Jerome Boger,20220911NYGTEN
7695,Umpire,Barry Anderson,20220911NYGTEN
7696,Down Judge,Frank LeBlanc,20220911NYGTEN
7697,Line Judge,Rusty Baynes,20220911NYGTEN
7698,Back Judge,Steve Patrick,20220911NYGTEN
7699,Side Judge,Jonah Monroe,20220911NYGTEN
7700,Field Judge,Alonzo Ramsey,20220911NYGTEN
7701,Referee,Shawn Smith,20220911LVRLAC
7702,Umpire,Bryan Neale,20220911LVRLAC
7703,Down Judge,Mark Hittner,20220911LVRLAC
7704,Line Judge,Michael Dolce,20220911LVRLAC
7705,Back Judge,Dino Paganelli,20220911LVRLAC
7706,Side Judge,Clay Reynard,20220911LVRLAC
7707,Field Judge,Dyrol Prioleau,20220911LVRLAC
7708,Referee,Ron Torbert,20220911TAMDAL
7709,Umpire,Mark Pellis,20220911TAMDAL
7710,Line Judge,Tim Podraza,20220911TAMDAL
7711,Back Judge,Tony Josselyn,20220911TAMDAL
7712,Side Judge,Keith Washington,20220911TAMDAL
7713,Field Judge,Ryan Dickson,20220911TAMDAL
7714,Referee,Clete Blakeman,20220912DENSEA
7715,Umpire,Tab Slaughter,20220912DENSEA
7716,Down Judge,Dana McKenzie,20220912DENSEA
7717,Line Judge,Julian Mapp,20220912DENSEA
7718,Back Judge,Perry Paganelli,20220912DENSEA
7719,Side Judge,Lo Van,20220912DENSEA
7720,Field Judge,Terry Brown,20220912DENSEA
7721,Referee,John Hussey,20220915LACKAN
7722,Umpire,Alan Eck,20220915LACKAN
7723,Down Judge,Robin DeLorenzo,20220915LACKAN
7724,Line Judge,Carl Johnson,20220915LACKAN
7725,Back Judge,Brad Freeman,20220915LACKAN
7726,Side Judge,Allen Baynes,20220915LACKAN
7727,Field Judge,Jabir Walker,20220915LACKAN
7728,Referee,Ron Torbert,20220918CARNYG
7729,Umpire,Mark Pellis,20220918CARNYG
7730,Down Judge,Max Causey,20220918CARNYG
7731,Line Judge,Tim Podraza,20220918CARNYG
7732,Back Judge,Tony Josselyn,20220918CARNYG
7733,Side Judge,Keith Washington,20220918CARNYG
7734,Field Judge,Ryan Dickson,20220918CARNYG
7735,Referee,Tra Blake,20220918NYJCLE
7736,Umpire,Tony Michalek,20220918NYJCLE
7737,Down Judge,Patrick Turner,20220918NYJCLE
7738,Line Judge,Mark Stewart,20220918NYJCLE
7739,Back Judge,Todd Prukop,20220918NYJCLE
7740,Side Judge,Don Willard,20220918NYJCLE
7741,Field Judge,Tom Hill,20220918NYJCLE
7742,Referee,Alex Kemp,20220918INDJAX
7743,Umpire,Mike Morton,20220918INDJAX
7744,Down Judge,Danny Short,20220918INDJAX
7745,Line Judge,Jeff Bergman,20220918INDJAX
7746,Back Judge,Scott Helverson,20220918INDJAX
7747,Side Judge,Dale Shaw,20220918INDJAX
7748,Field Judge,John Jenkins,20220918INDJAX
7749,Referee,Bill Vinovich,20220918WASDET
7750,Umpire,Alex Moore,20220918WASDET
7751,Down Judge,Jerry Bergman,20220918WASDET
7752,Line Judge,Mark Perlman,20220918WASDET
7753,Back Judge,Jimmy Russell,20220918WASDET
7754,Side Judge,Jimmy Buchanan,20220918WASDET
7755,Field Judge,Joe Blubaugh,20220918WASDET
7756,Referee,Adrian Hill,20220918MIABAL
7757,Umpire,Roy Ellison,20220918MIABAL
7758,Down Judge,David Oliver,20220918MIABAL
7759,Line Judge,Kevin Codey,20220918MIABAL
7760,Back Judge,Keith Ferguson,20220918MIABAL
7761,Side Judge,Jim Quirk,20220918MIABAL
7762,Field Judge,Mearl Robinson,20220918MIABAL
7763,Referee,Shawn Hochuli,20220918TAMNOR
7764,Umpire,Terry Killens,20220918TAMNOR
7765,Down Judge,Patrick Holt,20220918TAMNOR
7766,Line Judge,Greg Bradley,20220918TAMNOR
7767,Back Judge,Rich Martinez,20220918TAMNOR
7768,Side Judge,Chad Hill,20220918TAMNOR
7769,Field Judge,Anthony Flemming,20220918TAMNOR
7770,Referee,Land Clark,20220918NWEPIT
7771,Umpire,Paul King,20220918NWEPIT
7772,Down Judge,Tom Stephan,20220918NWEPIT
7773,Line Judge,Brian Bolinger,20220918NWEPIT
7774,Back Judge,Greg Meyer,20220918NWEPIT
7775,Side Judge,Dominique Pender,20220918NWEPIT
7776,Field Judge,Michael Banks,20220918NWEPIT
7777,Referee,Clay Martin,20220918ATLLAR
7778,Umpire,Fred Bryan,20220918ATLLAR
7779,Down Judge,Jerod Phillips,20220918ATLLAR
7780,Line Judge,Maia Chaka,20220918ATLLAR
7781,Back Judge,Greg Wilson,20220918ATLLAR
7782,Side Judge,Dave Hawkshaw,20220918ATLLAR
7783,Field Judge,James Coleman,20220918ATLLAR
7784,Referee,Brad Rogers,20220918SEASFO
7785,Umpire,Carl Paganelli,20220918SEASFO
7786,Down Judge,Kent Payne,20220918SEASFO
7787,Line Judge,Tom Eaton,20220918SEASFO
7788,Back Judge,Greg Steed,20220918SEASFO
7789,Side Judge,Anthony Jeffries,20220918SEASFO
7790,Field Judge,Aaron Santi,20220918SEASFO
7791,Referee,Brad Allen,20220918CINDAL
7792,Umpire,Duane Heydt,20220918CINDAL
7793,Down Judge,Sarah Thomas,20220918CINDAL
7794,Line Judge,Daniel Gallagher,20220918CINDAL
7795,Back Judge,Greg Yette,20220918CINDAL
7796,Side Judge,Boris Cheek,20220918CINDAL
7797,Field Judge,Rick Patterson,20220918CINDAL
7798,Referee,Clete Blakeman,20220918ARILVR
7799,Umpire,Tab Slaughter,20220918ARILVR
7800,Down Judge,Dana McKenzie,20220918ARILVR
7801,Line Judge,Julian Mapp,20220918ARILVR
7802,Back Judge,Perry Paganelli,20220918ARILVR
7803,Side Judge,Lo Van,20220918ARILVR
7804,Field Judge,Terry Brown,20220918ARILVR
7805,Referee,Carl Cheffers,20220918HOUDEN
7806,Umpire,Brandon Cruse,20220918HOUDEN
7807,Down Judge,Mike Carr,20220918HOUDEN
7808,Line Judge,Jeff Seeman,20220918HOUDEN
7809,Back Judge,Matt Edwards,20220918HOUDEN
7810,Side Judge,Eugene Hall,20220918HOUDEN
7811,Field Judge,Nathan Jones,20220918HOUDEN
7812,Referee,Craig Wrolstad,20220918CHIGNB
7813,Umpire,Steve Woods,20220918CHIGNB
7814,Down Judge,Jim Mello,20220918CHIGNB
7815,Line Judge,Tripp Sutter,20220918CHIGNB
7816,Back Judge,Grantis Bell,20220918CHIGNB
7817,Side Judge,Jeff Lamberth,20220918CHIGNB
7818,Field Judge,Jeff Shears,20220918CHIGNB
7819,Referee,Shawn Smith,20220919TENBUF
7820,Umpire,Bryan Neale,20220919TENBUF
7821,Down Judge,Mark Hittner,20220919TENBUF
7822,Line Judge,Michael Dolce,20220919TENBUF
7823,Back Judge,Dino Paganelli,20220919TENBUF
7824,Side Judge,Clay Reynard,20220919TENBUF
7825,Field Judge,Dyrol Prioleau,20220919TENBUF
7826,Referee,Scott Novak,20220919MINPHI
7827,Umpire,Ramon George,20220919MINPHI
7828,Down Judge,Derick Bowers,20220919MINPHI
7829,Line Judge,Walt Coleman,20220919MINPHI
7830,Back Judge,Terrence Miles,20220919MINPHI
7831,Side Judge,David Meslow,20220919MINPHI
7832,Field Judge,Tra Boger,20220919MINPHI
7833,Referee,Clay Martin,20220922PITCLE
7834,Umpire,Fred Bryan,20220922PITCLE
7835,Down Judge,Jerod Phillips,20220922PITCLE
7836,Line Judge,Maia Chaka,20220922PITCLE
7837,Back Judge,Greg Wilson,20220922PITCLE
7838,Side Judge,Dave Hawkshaw,20220922PITCLE
7839,Field Judge,James Coleman,20220922PITCLE
7840,Referee,Alex Kemp,20220925BUFMIA
7841,Umpire,Mike Morton,20220925BUFMIA
7842,Down Judge,Danny Short,20220925BUFMIA
7843,Line Judge,Jeff Bergman,20220925BUFMIA
7844,Back Judge,Scott Helverson,20220925BUFMIA
7845,Side Judge,Dale Shaw,20220925BUFMIA
7846,Field Judge,John Jenkins,20220925BUFMIA
7847,Referee,Carl Cheffers,20220925NORCAR
7848,Umpire,Brandon Cruse,20220925NORCAR
7849,Down Judge,Mike Carr,20220925NORCAR
7850,Line Judge,Jeff Seeman,20220925NORCAR
7851,Back Judge,Matt Edwards,20220925NORCAR
7852,Side Judge,Eugene Hall,20220925NORCAR
7853,Field Judge,Nathan Jones,20220925NORCAR
7854,Referee,Clete Blakeman,20220925HOUCHI
7855,Umpire,Tab Slaughter,20220925HOUCHI
7856,Down Judge,Dana McKenzie,20220925HOUCHI
7857,Line Judge,Julian Mapp,20220925HOUCHI
7858,Back Judge,Perry Paganelli,20220925HOUCHI
7859,Side Judge,Lo Van,20220925HOUCHI
7860,Field Judge,Terry Brown,20220925HOUCHI
7861,Referee,Jerome Boger,20220925CINNYJ
7862,Umpire,Barry Anderson,20220925CINNYJ
7863,Down Judge,Frank LeBlanc,20220925CINNYJ
7864,Line Judge,Rusty Baynes,20220925CINNYJ
7865,Back Judge,Steve Patrick,20220925CINNYJ
7866,Side Judge,Jonah Monroe,20220925CINNYJ
7867,Field Judge,Alonzo Ramsey,20220925CINNYJ
7868,Referee,Shawn Smith,20220925KANIND
7869,Umpire,Bryan Neale,20220925KANIND
7870,Down Judge,Mark Hittner,20220925KANIND
7871,Line Judge,Michael Dolce,20220925KANIND
7872,Back Judge,Dino Paganelli,20220925KANIND
7873,Side Judge,Clay Reynard,20220925KANIND
7874,Field Judge,Dyrol Prioleau,20220925KANIND
7875,Referee,John Hussey,20220925DETMIN
7876,Umpire,Alan Eck,20220925DETMIN
7877,Down Judge,Robin DeLorenzo,20220925DETMIN
7878,Line Judge,Carl Johnson,20220925DETMIN
7879,Back Judge,Brad Freeman,20220925DETMIN
7880,Side Judge,Allen Baynes,20220925DETMIN
7881,Field Judge,Jabir Walker,20220925DETMIN
7882,Referee,Bill Vinovich,20220925BALNWE
7883,Umpire,Alex Moore,20220925BALNWE
7884,Down Judge,Jerry Bergman,20220925BALNWE
7885,Line Judge,Mark Perlman,20220925BALNWE
7886,Back Judge,Jimmy Russell,20220925BALNWE
7887,Side Judge,Jimmy Buchanan,20220925BALNWE
7888,Field Judge,Joe Blubaugh,20220925BALNWE
7889,Referee,Brad Rogers,20220925LVRTEN
7890,Umpire,Carl Paganelli,20220925LVRTEN
7891,Down Judge,Kent Payne,20220925LVRTEN
7892,Line Judge,Tom Eaton,20220925LVRTEN
7893,Back Judge,Greg Steed,20220925LVRTEN
7894,Side Judge,Anthony Jeffries,20220925LVRTEN
7895,Field Judge,Aaron Santi,20220925LVRTEN
7896,Referee,Ron Torbert,20220925PHIWAS
7897,Umpire,Mark Pellis,20220925PHIWAS
7898,Down Judge,Max Causey,20220925PHIWAS
7899,Line Judge,Tim Podraza,20220925PHIWAS
7900,Back Judge,Tony Josselyn,20220925PHIWAS
7901,Side Judge,Keith Washington,20220925PHIWAS
7902,Field Judge,Ryan Dickson,20220925PHIWAS
7903,Referee,Craig Wrolstad,20220925JAXLAC
7904,Umpire,Steve Woods,20220925JAXLAC
7905,Down Judge,Jim Mello,20220925JAXLAC
7906,Line Judge,Tripp Sutter,20220925JAXLAC
7907,Back Judge,Grantis Bell,20220925JAXLAC
7908,Side Judge,Jeff Lamberth,20220925JAXLAC
7909,Field Judge,Jeff Shears,20220925JAXLAC
7910,Referee,Tra Blake,20220925ATLSEA
7911,Umpire,Tony Michalek,20220925ATLSEA
7912,Down Judge,Patrick Turner,20220925ATLSEA
7913,Line Judge,Mark Stewart,20220925ATLSEA
7914,Back Judge,Todd Prukop,20220925ATLSEA
7915,Side Judge,Don Willard,20220925ATLSEA
7916,Field Judge,Tom Hill,20220925ATLSEA
7917,Referee,Adrian Hill,20220925LARARI
7918,Umpire,Roy Ellison,20220925LARARI
7919,Down Judge,David Oliver,20220925LARARI
7920,Line Judge,Kevin Codey,20220925LARARI
7921,Back Judge,Keith Ferguson,20220925LARARI
7922,Side Judge,Jim Quirk,20220925LARARI
7923,Field Judge,Mearl Robinson,20220925LARARI
7924,Referee,Scott Novak,20220925GNBTAM
7925,Umpire,Ramon George,20220925GNBTAM
7926,Down Judge,Derick Bowers,20220925GNBTAM
7927,Line Judge,Walt Coleman,20220925GNBTAM
7928,Back Judge,Terrence Miles,20220925GNBTAM
7929,Side Judge,David Meslow,20220925GNBTAM
7930,Field Judge,Tra Boger,20220925GNBTAM
7931,Referee,Shawn Hochuli,20220925SFODEN
7932,Umpire,Terry Killens,20220925SFODEN
7933,Down Judge,Patrick Holt,20220925SFODEN
7934,Line Judge,Greg Bradley,20220925SFODEN
7935,Back Judge,Rich Martinez,20220925SFODEN
7936,Side Judge,Chad Hill,20220925SFODEN
7937,Field Judge,Anthony Flemming,20220925SFODEN
7938,Referee,Land Clark,20220926DALNYG
7939,Umpire,Paul King,20220926DALNYG
7940,Down Judge,Tom Stephan,20220926DALNYG
7941,Line Judge,Brian Bolinger,20220926DALNYG
7942,Back Judge,Greg Meyer,20220926DALNYG
7943,Side Judge,Dominique Pender,20220926DALNYG
7944,Field Judge,Michael Banks,20220926DALNYG
7945,Referee,Tra Blake,20220929MIACIN
7946,Umpire,Tony Michalek,20220929MIACIN
7947,Down Judge,Patrick Turner,20220929MIACIN
7948,Line Judge,Mark Stewart,20220929MIACIN
7949,Back Judge,Todd Prukop,20220929MIACIN
7950,Side Judge,Don Willard,20220929MIACIN
7951,Field Judge,Tom Hill,20220929MIACIN
7952,Referee,Clete Blakeman,20221002MINNOR
7953,Umpire,Tab Slaughter,20221002MINNOR
7954,Down Judge,Dana McKenzie,20221002MINNOR
7955,Line Judge,Julian Mapp,20221002MINNOR
7956,Back Judge,Perry Paganelli,20221002MINNOR
7957,Side Judge,Lo Van,20221002MINNOR
7958,Field Judge,Terry Brown,20221002MINNOR
7959,Referee,Craig Wrolstad,20221002CLEATL
7960,Umpire,Steve Woods,20221002CLEATL
7961,Down Judge,Jim Mello,20221002CLEATL
7962,Line Judge,Tripp Sutter,20221002CLEATL
7963,Back Judge,Grantis Bell,20221002CLEATL
7964,Side Judge,Jeff Lamberth,20221002CLEATL
7965,Field Judge,Jeff Shears,20221002CLEATL
7966,Referee,Jerome Boger,20221002BUFBAL
7967,Umpire,Barry Anderson,20221002BUFBAL
7968,Down Judge,Frank LeBlanc,20221002BUFBAL
7969,Line Judge,Rusty Baynes,20221002BUFBAL
7970,Back Judge,Steve Patrick,20221002BUFBAL
7971,Side Judge,Jonah Monroe,20221002BUFBAL
7972,Field Judge,Alonzo Ramsey,20221002BUFBAL
7973,Referee,Carl Cheffers,20221002CHINYG
7974,Umpire,Brandon Cruse,20221002CHINYG
7975,Down Judge,Mike Carr,20221002CHINYG
7976,Line Judge,Jeff Seeman,20221002CHINYG
7977,Back Judge,Matt Edwards,20221002CHINYG
7978,Side Judge,Eugene Hall,20221002CHINYG
7979,Field Judge,Nathan Jones,20221002CHINYG
7980,Referee,Scott Novak,20221002TENIND
7981,Umpire,Ramon George,20221002TENIND
7982,Down Judge,Derick Bowers,20221002TENIND
7983,Line Judge,Walt Coleman,20221002TENIND
7984,Back Judge,Terrence Miles,20221002TENIND
7985,Side Judge,David Meslow,20221002TENIND
7986,Field Judge,Tra Boger,20221002TENIND
7987,Referee,Shawn Smith,20221002WASDAL
7988,Umpire,Bryan Neale,20221002WASDAL
7989,Down Judge,Mark Hittner,20221002WASDAL
7990,Line Judge,Michael Dolce,20221002WASDAL
7991,Back Judge,Dino Paganelli,20221002WASDAL
7992,Side Judge,Clay Reynard,20221002WASDAL
7993,Field Judge,Dyrol Prioleau,20221002WASDAL
7994,Referee,Clay Martin,20221002SEADET
7995,Umpire,Fred Bryan,20221002SEADET
7996,Down Judge,Jerod Phillips,20221002SEADET
7997,Line Judge,Maia Chaka,20221002SEADET
7998,Back Judge,Greg Wilson,20221002SEADET
7999,Side Judge,Dave Hawkshaw,20221002SEADET
8000,Field Judge,James Coleman,20221002SEADET
8001,Referee,Alex Kemp,20221002LACHOU
8002,Umpire,Mike Morton,20221002LACHOU
8003,Down Judge,Danny Short,20221002LACHOU
8004,Line Judge,Jeff Bergman,20221002LACHOU
8005,Back Judge,Scott Helverson,20221002LACHOU
8006,Side Judge,Dale Shaw,20221002LACHOU
8007,Field Judge,John Jenkins,20221002LACHOU
8008,Referee,Shawn Hochuli,20221002JAXPHI
8009,Umpire,Terry Killens,20221002JAXPHI
8010,Down Judge,Patrick Holt,20221002JAXPHI
8011,Line Judge,Greg Bradley,20221002JAXPHI
8012,Back Judge,Rich Martinez,20221002JAXPHI
8013,Side Judge,Chad Hill,20221002JAXPHI
8014,Field Judge,Anthony Flemming,20221002JAXPHI
8015,Referee,Brad Rogers,20221002NYJPIT
8016,Umpire,Carl Paganelli,20221002NYJPIT
8017,Down Judge,Kent Payne,20221002NYJPIT
8018,Line Judge,Tom Eaton,20221002NYJPIT
8019,Back Judge,Greg Steed,20221002NYJPIT
8020,Side Judge,Anthony Jeffries,20221002NYJPIT
8021,Field Judge,Aaron Santi,20221002NYJPIT
8022,Referee,John Hussey,20221002ARICAR
8023,Umpire,Alan Eck,20221002ARICAR
8024,Down Judge,Robin DeLorenzo,20221002ARICAR
8025,Line Judge,Carl Johnson,20221002ARICAR
8026,Back Judge,Brad Freeman,20221002ARICAR
8027,Side Judge,Allen Baynes,20221002ARICAR
8028,Field Judge,Jabir Walker,20221002ARICAR
8029,Referee,Land Clark,20221002DENLVR
8030,Umpire,Paul King,20221002DENLVR
8031,Down Judge,Tom Stephan,20221002DENLVR
8032,Line Judge,Brian Bolinger,20221002DENLVR
8033,Back Judge,Greg Meyer,20221002DENLVR
8034,Side Judge,Dominique Pender,20221002DENLVR
8035,Field Judge,Michael Banks,20221002DENLVR
8036,Referee,Adrian Hill,20221002NWEGNB
8037,Umpire,Roy Ellison,20221002NWEGNB
8038,Down Judge,David Oliver,20221002NWEGNB
8039,Line Judge,Kevin Codey,20221002NWEGNB
8040,Back Judge,Keith Ferguson,20221002NWEGNB
8041,Side Judge,Jim Quirk,20221002NWEGNB
8042,Field Judge,Mearl Robinson,20221002NWEGNB
8043,Referee,Bill Vinovich,20221002KANTAM
8044,Umpire,Alex Moore,20221002KANTAM
8045,Down Judge,Jerry Bergman,20221002KANTAM
8046,Line Judge,Mark Perlman,20221002KANTAM
8047,Back Judge,Jimmy Russell,20221002KANTAM
8048,Side Judge,Jimmy Buchanan,20221002KANTAM
8049,Field Judge,Joe Blubaugh,20221002KANTAM
8050,Referee,Brad Allen,20221003LARSFO
8051,Umpire,Duane Heydt,20221003LARSFO
8052,Down Judge,Sarah Thomas,20221003LARSFO
8053,Line Judge,Daniel Gallagher,20221003LARSFO
8054,Back Judge,Greg Yette,20221003LARSFO
8055,Side Judge,Boris Cheek,20221003LARSFO
8056,Field Judge,Rick Patterson,20221003LARSFO
8057,Referee,Brad Rogers,20221006INDDEN
8058,Umpire,Carl Paganelli,20221006INDDEN
8059,Down Judge,Kent Payne,20221006INDDEN
8060,Line Judge,Tom Eaton,20221006INDDEN
8061,Back Judge,Greg Steed,20221006INDDEN
8062,Side Judge,Anthony Jeffries,20221006INDDEN
8063,Field Judge,Aaron Santi,20221006INDDEN
8064,Referee,Alex Kemp,20221009NYGGNB
8065,Umpire,Mike Morton,20221009NYGGNB
8066,Down Judge,Danny Short,20221009NYGGNB
8067,Line Judge,Jeff Bergman,20221009NYGGNB
8068,Back Judge,Scott Helverson,20221009NYGGNB
8069,Side Judge,Dale Shaw,20221009NYGGNB
8070,Field Judge,John Jenkins,20221009NYGGNB
8071,Referee,Jerome Boger,20221009ATLTAM
8072,Umpire,Barry Anderson,20221009ATLTAM
8073,Down Judge,Frank LeBlanc,20221009ATLTAM
8074,Line Judge,Rusty Baynes,20221009ATLTAM
8075,Back Judge,Steve Patrick,20221009ATLTAM
8076,Side Judge,Jonah Monroe,20221009ATLTAM
8077,Field Judge,Alonzo Ramsey,20221009ATLTAM
8078,Referee,John Hussey,20221009PITBUF
8079,Umpire,Alan Eck,20221009PITBUF
8080,Down Judge,Robin DeLorenzo,20221009PITBUF
8081,Line Judge,Carl Johnson,20221009PITBUF
8082,Back Judge,Brad Freeman,20221009PITBUF
8083,Side Judge,Allen Baynes,20221009PITBUF
8084,Field Judge,Jabir Walker,20221009PITBUF
8085,Referee,Shawn Hochuli,20221009CHIMIN
8086,Umpire,Terry Killens,20221009CHIMIN
8087,Down Judge,Patrick Holt,20221009CHIMIN
8088,Line Judge,Greg Bradley,20221009CHIMIN
8089,Back Judge,Rich Martinez,20221009CHIMIN
8090,Side Judge,Chad Hill,20221009CHIMIN
8091,Field Judge,Anthony Flemming,20221009CHIMIN
8092,Referee,Adrian Hill,20221009LACCLE
8093,Umpire,Roy Ellison,20221009LACCLE
8094,Down Judge,David Oliver,20221009LACCLE
8095,Line Judge,Kevin Codey,20221009LACCLE
8096,Back Judge,Keith Ferguson,20221009LACCLE
8097,Side Judge,Jim Quirk,20221009LACCLE
8098,Field Judge,Mearl Robinson,20221009LACCLE
